Time (min),Link Budget (kbps),Line Of Sight (1/0),Antenna X,Antenna Y,Antenna Z,Satellite X,Satellite Y,Satellite Z,Slant Distance (km)
140.094466,1060787.4617049887,0,-5016.007643692512,-751.0420792211562,2823.994506516773,-8285.385762,7969.100667,7823.499537,10569.994008738526
141.094466,1022485.9531074013,0,-5012.942518420892,-776.0850526315721,2822.6656120180623,-8691.646928,7980.78076,7891.623028,10766.145748527215
142.094466,985199.0989970282,0,-5009.776894532657,-801.1131694859605,2821.2931460346936,-9093.549275,7988.45666,7955.784767,10967.9870007509
143.094466,949045.6376270864,0,-5006.51083262718,-826.1259506723759,2819.8771348397117,-9491.158605,7992.359609,8016.186895,11174.944667958574
144.094466,914109.2527581201,0,-5003.1443952265145,-851.122917372441,2818.417605539745,-9884.543776,7992.704013,8073.017962,11386.490222852204
145.094466,880444.2039356605,0,-4999.6776467742,-876.1035910705145,2816.914586074488,-10273.7758,7989.68888,8126.45399,11602.137568215094
146.094466,848080.4404316676,0,-4996.110653634019,-901.0674935628526,2815.368105216165,-10658.92711,7983.499129,8176.659459,11821.440659640624
147.094466,817028.1439467344,0,-4992.443484088741,-926.0141469667606,2813.7781925689783,-11040.07094,7974.306774,8223.788213,12043.990981516648
148.094466,787281.687058663,0,-4988.676208338801,-950.943073729742,2812.1448785685443,-11417.28082,7962.272004,8267.984275,12269.41497360791
149.094466,758823.0261183879,0,-4984.808898500964,-975.8537966386416,2810.468194481308,-11790.63019,7947.54415,8309.382614,12497.371490000885
150.094466,731624.5732286157,0,-4980.84162860694,-1000.7458388287788,2808.7481724039453,-12160.19205,7930.262579,8348.109824,12727.549306117742
151.094466,705651.5928663632,0,-4976.774474601975,-1025.6187237930772,2806.984845262752,-12526.03872,7910.55749,8384.284765,12959.664747419485
152.094466,680864.1838511684,0,-4972.607514343386,-1050.4719753911872,2805.178246813006,-12888.2416,7888.55065,8418.019138,13193.459415371131
153.094466,657218.8960889949,0,-4968.340827599078,-1075.305117858597,2803.3284116383297,-13246.87102,7864.356056,8449.418012,13428.698068882206
154.094466,634670.036803414,0,-4963.974496046014,-1100.117675815745,2801.435375150021,-13601.99612,7838.080537,8478.580313,13665.166647825225
155.094466,613170.7174268727,0,-4959.508603268654,-1124.9091742771193,2799.499173586381,-13953.6847,7809.824305,8505.599266,13902.670400659423
